TTI,Total_Throughput_Mbps,Fairness_Index,User_0_Throughput,User_1_Throughput,User_2_Throughput,User_3_Throughput,User_4_Throughput,User_5_Throughput,User_6_Throughput,User_7_Throughput,User_8_Throughput,User_9_Throughput,User_0_RBs,User_1_RBs,User_2_RBs,User_3_RBs,User_4_RBs,User_5_RBs,User_6_RBs,User_7_RBs,User_8_RBs,User_9_RBs
82,13821.740000000007,0.757802992585614,1356.7000000000085,1684.8199999999931,2551.1100000000038,2777.8500000000063,750.0600000000042,1814.8499999999901,589.6399999999975,1117.5300000000052,870.5399999999989,308.63999999999993,12,12,0,13,0,0,13,0,0,0
83,13981.150000000009,0.756297632190764,1392.1900000000087,1727.9799999999923,2551.1100000000038,2844.4500000000085,750.0600000000042,1814.8499999999901,603.7999999999969,1117.5300000000052,870.5399999999989,308.63999999999993,13,13,0,12,0,0,12,0,0,0
84,14141.240000000009,0.7542808392197943,1424.950000000009,1767.8199999999915,2551.1100000000038,2916.600000000011,750.0600000000042,1814.8499999999901,619.1399999999962,1117.5300000000052,870.5399999999989,308.63999999999993,12,12,0,13,0,0,13,0,0,0
85,14300.880000000012,0.7510826727073435,1471.3600000000092,1767.8199999999915,2551.1100000000038,3010.950000000014,750.0600000000042,1814.8499999999901,638.0199999999954,1117.5300000000052,870.5399999999989,308.63999999999993,17,0,0,17,0,0,16,0,0,0
86,14456.150000000014,0.7480482447506567,1517.7700000000095,1767.8199999999915,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,658.0799999999946,1117.5300000000052,870.5399999999989,308.63999999999993,17,0,0,16,0,0,17,0,0,0
87,14638.390000000016,0.7530443031804139,1590.8100000000081,1799.0199999999923,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,658.0799999999946,1195.530000000007,870.5399999999989,308.63999999999993,22,8,0,0,0,0,0,20,0,0
88,14823.530000000017,0.7569417888971259,1647.250000000007,1861.4199999999937,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,658.0799999999946,1261.8300000000086,870.5399999999989,308.63999999999993,17,16,0,0,0,0,0,17,0,0
89,15008.67000000002,0.7602102406107507,1703.690000000006,1927.7199999999953,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,658.0799999999946,1324.23000000001,870.5399999999989,308.63999999999993,17,17,0,0,0,0,0,16,0,0
90,15082.67000000002,0.7650690169616082,1703.690000000006,1927.7199999999953,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,732.0799999999955,1324.23000000001,870.5399999999989,308.63999999999993,0,0,0,0,0,0,50,0,0,0
91,15210.110000000022,0.7689009890750715,1730.2500000000055,1958.919999999996,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,770.559999999996,1355.4300000000108,870.5399999999989,308.63999999999993,8,8,0,0,0,0,26,8,0,0
92,15354.690000000022,0.7710263853919691,1783.3700000000044,2025.2199999999975,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,795.7199999999963,1355.4300000000108,870.5399999999989,308.63999999999993,16,17,0,0,0,0,17,0,0,0
93,15498.690000000024,0.7728726524951613,1839.8100000000034,2087.619999999999,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,820.8799999999966,1355.4300000000108,870.5399999999989,308.63999999999993,17,16,0,0,0,0,17,0,0,0
94,15645.110000000024,0.7743029555525152,1896.2500000000023,2153.9200000000005,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,844.5599999999969,1355.4300000000108,870.5399999999989,308.63999999999993,17,17,0,0,0,0,16,0,0,0
95,15765.610000000022,0.7808897479885868,1896.2500000000023,2153.9200000000005,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,965.0599999999953,1355.4300000000108,870.5399999999989,308.63999999999993,0,0,0,0,0,0,50,0,0,0
96,15886.110000000024,0.7867645828368038,1896.2500000000023,2153.9200000000005,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,1085.5599999999965,1355.4300000000108,870.5399999999989,308.63999999999993,0,0,0,0,0,0,50,0,0,0
97,16006.610000000028,0.7919279530706606,1896.2500000000023,2153.9200000000005,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,1206.0600000000006,1355.4300000000108,870.5399999999989,308.63999999999993,0,0,0,0,0,0,50,0,0,0
98,16167.340000000033,0.7972343098303158,1896.2500000000023,2153.9200000000005,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,1261.4900000000025,1460.7300000000132,870.5399999999989,308.63999999999993,0,0,0,0,0,0,23,27,0,0
99,16326.000000000036,0.801688601674353,1899.5700000000022,2157.8200000000006,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,1319.3300000000045,1554.3300000000154,870.5399999999989,308.63999999999993,1,1,0,0,0,0,24,24,0,0
100,16462.500000000036,0.8059673219556296,1899.5700000000022,2157.8200000000006,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,1455.8300000000054,1554.3300000000154,870.5399999999989,308.63999999999993,0,0,0,0,0,0,50,0,0,0
101,16599.00000000004,0.8093733376465428,1899.5700000000022,2157.8200000000006,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,1592.3300000000063,1554.3300000000154,870.5399999999989,308.63999999999993,0,0,0,0,0,0,50,0,0,0
102,16767.73000000004,0.8113207459661961,1936.0900000000015,2200.7200000000016,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,1638.7400000000066,1597.2300000000164,870.5399999999989,308.63999999999993,11,11,0,0,0,0,17,11,0,0
103,16941.730000000043,0.8128924079749451,1975.9300000000007,2251.420000000003,2551.1100000000038,3099.750000000017,750.0600000000042,1814.8499999999901,1671.5000000000068,1647.9300000000176,870.5399999999989,308.63999999999993,12,13,0,0,0,0,12,13,0,0
